,start_st,weekday,date,demand,demand_int
4243,394,3,4/27/2017,8.811701223,9
4244,394,4,4/7/2017,19.40328723,19
4245,394,4,4/14/2017,19.22722924,19
4246,394,4,4/21/2017,19.16041301,19
4247,394,4,4/28/2017,19.08447655,19
4248,394,5,4/1/2017,13.94862555,14
4249,394,5,4/8/2017,12.23732907,12
4250,394,5,4/15/2017,13.09199399,13
4251,394,5,4/22/2017,13.08125224,13
4252,394,6,4/2/2017,16.57217505,17
4253,394,6,4/9/2017,16.49944945,16
4254,394,6,4/16/2017,16.4265647,16
4255,394,6,4/23/2017,16.35399235,16
4256,395,0,4/3/2017,5.329846634,5
4257,395,0,4/10/2017,5.84379008,6
4258,395,0,4/17/2017,5.60686022,6
4259,395,0,4/24/2017,5.537515969,6
4260,395,1,4/4/2017,1.444754024,1
4261,395,1,4/11/2017,1.66344143,2
4262,395,1,4/18/2017,1.663445211,2
4263,395,1,4/25/2017,1.529251705,2
4264,395,2,4/5/2017,4.175576543,4
4265,395,2,4/12/2017,3.863410392,4
4266,395,2,4/19/2017,3.98620334,4
4267,395,2,4/26/2017,3.95283183,4
4268,395,3,4/6/2017,2.577087152,3
4269,395,3,4/13/2017,2.549360544,3
4270,395,3,4/20/2017,2.521868205,3
4271,395,3,4/27/2017,2.494675604,2
4272,395,4,4/7/2017,10.36339133,10
4273,395,4,4/14/2017,9.967376986,10
4274,395,4,4/21/2017,10.00552183,10
4275,395,4,4/28/2017,9.97657607,10
4276,395,5,4/1/2017,0.901143366,1
4277,395,5,4/8/2017,0.888499519,1
4278,395,5,4/15/2017,0.874246258,1
4279,395,5,4/22/2017,0.85998877,1
4280,395,6,4/2/2017,2.734765044,3
4281,395,6,4/9/2017,2.709215195,3
4282,395,6,4/16/2017,2.683439894,3
4283,395,6,4/23/2017,2.657885503,3
4284,396,0,4/3/2017,3.165184159,3
4285,396,0,4/10/2017,3.145606779,3
4286,396,0,4/17/2017,3.12544396,3
4287,396,0,4/24/2017,3.10543597,3
4288,396,1,4/4/2017,1.473728577,1
4289,396,1,4/11/2017,1.454799836,1
4290,396,1,4/18/2017,1.438296201,1
4291,396,1,4/25/2017,1.422340666,1
4292,396,2,4/5/2017,0.113071188,0
4293,396,2,4/12/2017,0.08250573,0
4294,396,2,4/19/2017,0.083172921,0
4295,396,2,4/26/2017,0.092254771,0
4296,396,3,4/6/2017,0.652447181,1
4297,396,3,4/13/2017,0.587980042,1
4298,396,3,4/20/2017,0.600588383,1
4299,396,3,4/27/2017,0.592379732,1
4300,396,4,4/7/2017,1.94919212,2
4301,396,4,4/14/2017,1.923036383,2
4302,396,4,4/21/2017,1.914255359,2
4303,396,4,4/28/2017,1.90356459,2
4304,396,5,4/1/2017,0.680575691,1
4305,396,5,4/8/2017,0.671792567,1
4306,396,5,4/15/2017,0.662600934,1
4307,396,5,4/22/2017,0.653517551,1
4308,396,6,4/2/2017,2.258388578,2
4309,396,6,4/9/2017,2.24083666,2
4310,396,6,4/16/2017,2.223526209,2
4311,396,6,4/23/2017,2.206344018,2
4312,397,0,4/3/2017,1.34844274,1
4313,397,0,4/10/2017,1.336053919,1
4314,397,0,4/17/2017,1.323778919,1
4315,397,0,4/24/2017,1.311616697,1
4316,397,1,4/4/2017,0.780479528,1
4317,397,1,4/11/2017,0.770230659,1
4318,397,1,4/18/2017,0.760302222,1
4319,397,1,4/25/2017,0.750517439,1
4320,397,2,4/5/2017,0.696161227,1
4321,397,2,4/12/2017,0.661761915,1
4322,397,2,4/19/2017,0.653579177,1
4323,397,2,4/26/2017,0.650514124,1
4324,397,3,4/6/2017,0.519916894,1
4325,397,3,4/13/2017,0.511509813,1
4326,397,3,4/20/2017,0.504094113,1
4327,397,3,4/27/2017,0.496694572,0
4328,397,4,4/7/2017,3.322051036,3
4329,397,4,4/14/2017,5.488462184,5
4330,397,4,4/21/2017,5.384825812,5
4331,397,4,4/28/2017,4.377681898,4
4332,397,5,4/1/2017,0.297356385,0
4333,397,5,4/8/2017,0.302940608,0
4334,397,5,4/15/2017,0.294228818,0
4335,397,5,4/22/2017,0.289990513,0
4336,397,6,4/2/2017,2.720526067,3
4337,397,6,4/9/2017,2.705718224,3
4338,397,6,4/16/2017,2.688012625,3
4339,397,6,4/23/2017,2.670048197,3
4340,398,0,4/3/2017,0.554370997,1
4341,398,0,4/10/2017,0.533228707,1
4342,398,0,4/17/2017,0.566072723,1
4343,398,0,4/24/2017,0.544535094,1
4344,398,1,4/4/2017,0.567041069,1
4345,398,1,4/11/2017,0.568400186,1
4346,398,1,4/18/2017,0.561110721,1
4347,398,1,4/25/2017,0.548267665,1
4348,398,2,4/5/2017,0.237656287,0
4349,398,2,4/12/2017,0.233278834,0
4350,398,2,4/19/2017,0.228854041,0
4351,398,2,4/26/2017,0.224523,0
4352,398,3,4/6/2017,0.612861445,1
4353,398,3,4/13/2017,0.654694583,1
4354,398,3,4/20/2017,0.626122059,1
4355,398,3,4/27/2017,0.622105662,1
4356,398,4,4/7/2017,1.427797283,1
4357,398,4,4/14/2017,1.394788945,1
4358,398,4,4/21/2017,1.388195461,1
4359,398,4,4/28/2017,1.37844307,1
4360,398,5,4/1/2017,0.061192371,0
4361,398,5,4/8/2017,0.053461681,0
4362,398,5,4/15/2017,0.056128649,0
4363,398,5,4/22/2017,0.054178469,0
4364,398,6,4/2/2017,0.948731377,1
4365,398,6,4/9/2017,0.935936908,1
4366,398,6,4/16/2017,0.922593675,1
4367,398,6,4/23/2017,0.909472184,1
4368,399,0,4/3/2017,1.906739803,2
4369,399,0,4/10/2017,1.861273188,2
4370,399,0,4/17/2017,1.825822452,2
4371,399,0,4/24/2017,1.794995177,2
4372,399,1,4/4/2017,0.29528316,0
4373,399,1,4/11/2017,0.289155996,0
4374,399,1,4/18/2017,0.283741106,0
4375,399,1,4/25/2017,0.278374312,0
4376,399,2,4/5/2017,0.842455251,1
4377,399,2,4/12/2017,0.829382883,1
4378,399,2,4/19/2017,0.815751597,1
4379,399,2,4/26/2017,0.802273734,1
4380,399,3,4/6/2017,0.499636002,0
4381,399,3,4/13/2017,0.491443326,0
4382,399,3,4/20/2017,0.481763385,0
4383,399,3,4/27/2017,0.472639712,0
4384,399,4,4/7/2017,2.31234226,2
4385,399,4,4/14/2017,2.276794024,2
4386,399,4,4/21/2017,2.25900937,2
4387,399,4,4/28/2017,2.239873104,2
4388,399,5,4/1/2017,0.229417245,0
4389,399,5,4/8/2017,0.178511435,0
4390,399,5,4/15/2017,0.180406099,0
4391,399,5,4/22/2017,0.191733699,0
4392,399,6,4/2/2017,0.998923344,1
4393,399,6,4/9/2017,0.986386718,1
4394,399,6,4/16/2017,0.974007428,1
4395,399,6,4/23/2017,0.9617835,1
4396,400,0,4/3/2017,3.97832295,4
4397,400,0,4/10/2017,3.956127606,4
4398,400,0,4/17/2017,3.934056092,4
4399,400,0,4/24/2017,3.912107716,4
4400,400,1,4/4/2017,3.141739233,3
4401,400,1,4/11/2017,3.122915665,3
4402,400,1,4/18/2017,3.10431773,3
4403,400,1,4/25/2017,3.085828086,3
4404,400,2,4/5/2017,4.326373756,4
4405,400,2,4/12/2017,4.298922812,4
4406,400,2,4/19/2017,4.271647993,4
4407,400,2,4/26/2017,4.244546225,4
4408,400,3,4/6/2017,1.165793361,1
4409,400,3,4/13/2017,1.150759882,1
4410,400,3,4/20/2017,1.135920266,1
4411,400,3,4/27/2017,1.121272015,1
4412,400,4,4/7/2017,5.943301668,6
4413,400,4,4/14/2017,5.687475205,6
4414,400,4,4/21/2017,5.722646269,6
4415,400,4,4/28/2017,5.695336707,6
4416,400,5,4/1/2017,0.393150148,0
4417,400,5,4/8/2017,0.388628518,0
4418,400,5,4/15/2017,0.381912519,0
4419,400,5,4/22/2017,0.375705037,0
4420,400,6,4/2/2017,0.58830479,1
4421,400,6,4/9/2017,0.580070989,1
4422,400,6,4/16/2017,0.573424417,1
4423,400,6,4/23/2017,0.566547782,1
4424,401,0,4/3/2017,18.39651867,18
4425,401,0,4/10/2017,19.119927,19
4426,401,0,4/17/2017,18.39405695,18
4427,401,0,4/24/2017,18.42385416,18
4428,401,1,4/4/2017,6.330859834,6
4429,401,1,4/11/2017,7.339946256,7
4430,401,1,4/18/2017,6.952419196,7
4431,401,1,4/25/2017,6.640329446,7
4432,401,2,4/5/2017,20.42857828,20
4433,401,2,4/12/2017,19.35046925,19
4434,401,2,4/19/2017,19.25587718,19
4435,401,2,4/26/2017,19.38085025,19
4436,401,3,4/6/2017,8.06714655,8
4437,401,3,4/13/2017,7.977027739,8
4438,401,3,4/20/2017,7.887915653,8
4439,401,3,4/27/2017,7.799799046,8
4440,401,4,4/7/2017,43.51628449,44
4441,401,4,4/14/2017,52.80970031,53
4442,401,4,4/21/2017,43.64570944,44
4443,401,4,4/28/2017,46.86596636,47
4444,401,5,4/1/2017,9.47265719,9
4445,401,5,4/8/2017,8.938549061,9
4446,401,5,4/15/2017,9.203963261,9
4447,401,5,4/22/2017,8.989889163,9
4448,401,6,4/2/2017,41.51034981,42
4449,401,6,4/9/2017,41.49453918,41
4450,401,6,4/16/2017,41.47873457,41
4451,401,6,4/23/2017,41.46293598,41
4452,402,0,4/3/2017,42.70446869,43
4453,402,0,4/10/2017,44.8152153,45
4454,402,0,4/17/2017,43.61567424,44
4455,402,0,4/24/2017,43.17064852,43
4456,402,1,4/4/2017,17.84284547,18
4457,402,1,4/11/2017,19.95038475,20
4458,402,1,4/18/2017,18.55108945,19
4459,402,1,4/25/2017,18.32128094,18
4460,402,2,4/5/2017,29.10639991,29
4461,402,2,4/12/2017,25.67588629,26
4462,402,2,4/19/2017,25.70334451,26
4463,402,2,4/26/2017,26.35176947,26
4464,402,3,4/6/2017,12.51508505,13
4465,402,3,4/13/2017,12.34623957,12
4466,402,3,4/20/2017,12.18025774,12
4467,402,3,4/27/2017,12.01648011,12
4468,402,4,4/7/2017,72.26815743,72
4469,402,4,4/14/2017,71.45691032,71
4470,402,4,4/21/2017,71.3944918,71
4471,402,4,4/28/2017,71.26190386,71
4472,402,5,4/1/2017,17.79825858,18
4473,402,5,4/8/2017,17.78520962,18
4474,402,5,4/15/2017,17.66278825,18
4475,402,5,4/22/2017,17.55113235,18
4476,402,6,4/2/2017,25.79816532,26
4477,402,6,4/9/2017,26.22187586,26
4478,402,6,4/16/2017,25.92250071,26
4479,402,6,4/23/2017,25.8281165,26
4480,406,0,4/3/2017,1.069066227,1
4481,406,0,4/10/2017,1.053348593,1
4482,406,0,4/17/2017,1.037899036,1
4483,406,0,4/24/2017,1.022676828,1
4484,406,1,4/4/2017,2.873955014,3
4485,406,1,4/11/2017,3.07729487,3
4486,406,1,4/18/2017,2.83894989,3
4487,406,1,4/25/2017,2.888565752,3
4488,406,2,4/5/2017,2.212357345,2
4489,406,2,4/12/2017,2.184517472,2
4490,406,2,4/19/2017,2.157527348,2
4491,406,2,4/26/2017,2.130850544,2
4492,406,3,4/6/2017,3.065962402,3
4493,406,3,4/13/2017,3.029399479,3
4494,406,3,4/20/2017,2.996027418,3
4495,406,3,4/27/2017,2.962779103,3
4496,406,4,4/7/2017,8.476410546,8
4497,406,4,4/14/2017,8.435165966,8
4498,406,4,4/21/2017,8.394692378,8
4499,406,4,4/28/2017,8.354407427,8
4500,406,5,4/1/2017,2.105968059,2
4501,406,5,4/8/2017,2.020542917,2
4502,406,5,4/15/2017,2.10594633,2
4503,406,5,4/22/2017,2.024697429,2
4504,406,6,4/2/2017,6.059092009,6
4505,406,6,4/9/2017,6.02281961,6
4506,406,6,4/16/2017,5.979729345,6
4507,406,6,4/23/2017,5.936152433,6
4508,407,0,4/3/2017,2.186274997,2
4509,407,0,4/10/2017,2.166402775,2
4510,407,0,4/17/2017,2.147216173,2
4511,407,0,4/24/2017,2.128213638,2
4512,407,1,4/4/2017,1.355820674,1
4513,407,1,4/11/2017,1.341425096,1
4514,407,1,4/18/2017,1.327182365,1
4515,407,1,4/25/2017,1.313090857,1
4516,407,2,4/5/2017,1.329929422,1
4517,407,2,4/12/2017,1.31528174,1
4518,407,2,4/19/2017,1.300959332,1
4519,407,2,4/26/2017,1.286807221,1
4520,407,3,4/6/2017,1.779282315,2
4521,407,3,4/13/2017,1.759603159,2
4522,407,3,4/20/2017,1.740141658,2
4523,407,3,4/27/2017,1.720895405,2
4524,407,4,4/7/2017,2.796050189,3
4525,407,4,4/14/2017,2.678833918,3
4526,407,4,4/21/2017,2.681665036,3
4527,407,4,4/28/2017,2.664094807,3
4528,407,5,4/1/2017,1.234786058,1
4529,407,5,4/8/2017,1.238523332,1
4530,407,5,4/15/2017,1.245803476,1
4531,407,5,4/22/2017,1.214933037,1
4532,407,6,4/2/2017,1.897997925,2
4533,407,6,4/9/2017,2.207177307,2
4534,407,6,4/16/2017,2.267722075,2
4535,407,6,4/23/2017,2.068979181,2
4536,408,0,4/3/2017,2.367057961,2
4537,408,0,4/10/2017,2.341852079,2
4538,408,0,4/17/2017,2.316876564,2
4539,408,0,4/24/2017,2.292170426,2
4540,408,1,4/4/2017,3.425265987,3
4541,408,1,4/11/2017,3.391836631,3
4542,408,1,4/18/2017,3.359372517,3
4543,408,1,4/25/2017,3.327191082,3
4544,408,2,4/5/2017,3.43232995,3
4545,408,2,4/12/2017,3.112147953,3
4546,408,2,4/19/2017,3.125864773,3
4547,408,2,4/26/2017,3.143278708,3
4548,408,3,4/6/2017,1.083169913,1
4549,408,3,4/13/2017,1.069250932,1
4550,408,3,4/20/2017,1.051429537,1
4551,408,3,4/27/2017,1.03469157,1
4552,408,4,4/7/2017,7.467671691,7
4553,408,4,4/14/2017,7.390388697,7
4554,408,4,4/21/2017,7.362891583,7
4555,408,4,4/28/2017,7.330836911,7
4556,408,5,4/1/2017,2.571202526,3
4557,408,5,4/8/2017,2.135989409,2
4558,408,5,4/15/2017,2.313949621,2
4559,408,5,4/22/2017,2.298861296,2
4560,408,6,4/2/2017,4.065544265,4
4561,408,6,4/9/2017,4.052815715,4
4562,408,6,4/16/2017,4.0266822,4
4563,408,6,4/23/2017,4.002799831,4
4564,410,0,4/3/2017,12.83481412,13
4565,410,0,4/10/2017,12.85087251,13
4566,410,0,4/17/2017,12.84117636,13
4567,410,0,4/24/2017,12.66065617,13
4568,410,1,4/4/2017,16.47710618,16
4569,410,1,4/11/2017,17.10987261,17
4570,410,1,4/18/2017,16.592324,17
4571,410,1,4/25/2017,16.43010391,16
4572,410,2,4/5/2017,6.487883738,6
4573,410,2,4/12/2017,6.354005665,6
4574,410,2,4/19/2017,6.097530292,6
4575,410,2,4/26/2017,6.143434289,6
4576,410,3,4/6/2017,11.36404828,11
4577,410,3,4/13/2017,11.27930658,11
4578,410,3,4/20/2017,11.16299479,11
4579,410,3,4/27/2017,11.05267391,11
4580,410,4,4/7/2017,23.88370972,24
4581,410,4,4/14/2017,22.84574381,23
4582,410,4,4/21/2017,22.93315635,23
4583,410,4,4/28/2017,22.80660511,23
4584,410,5,4/1/2017,12.20426092,12
4585,410,5,4/8/2017,11.13300251,11
4586,410,5,4/15/2017,11.86033926,12
4587,410,5,4/22/2017,11.49901929,11
4588,410,6,4/2/2017,12.03972723,12
4589,410,6,4/9/2017,11.94630878,12
4590,410,6,4/16/2017,11.84820142,12
4591,410,6,4/23/2017,11.75122771,12
4592,411,0,4/3/2017,7.206032453,7
4593,411,0,4/10/2017,7.171429816,7
4594,411,0,4/17/2017,7.065992008,7
4595,411,0,4/24/2017,7.039708517,7
4596,411,1,4/4/2017,7.149752957,7
4597,411,1,4/11/2017,7.027854162,7
4598,411,1,4/18/2017,6.829254473,7
4599,411,1,4/25/2017,6.87939756,7
4600,411,2,4/5/2017,5.846325178,6
4601,411,2,4/12/2017,5.794131525,6
4602,411,2,4/19/2017,5.742401144,6
4603,411,2,4/26/2017,5.691132628,6
4604,411,3,4/6/2017,5.659957711,6
4605,411,3,4/13/2017,5.636887856,6
4606,411,3,4/20/2017,5.582248356,6
4607,411,3,4/27/2017,5.53267431,6
4608,411,4,4/7/2017,12.02966701,12
4609,411,4,4/14/2017,11.98562993,12
4610,411,4,4/21/2017,11.94175405,12
4611,411,4,4/28/2017,11.8980388,12
4612,411,5,4/1/2017,6.403929663,6
4613,411,5,4/8/2017,6.42926744,6
4614,411,5,4/15/2017,6.369848835,6
4615,411,5,4/22/2017,6.325149953,6
4616,411,6,4/2/2017,4.004957661,4
4617,411,6,4/9/2017,4.051967852,4
4618,411,6,4/16/2017,4.007664227,4
4619,411,6,4/23/2017,3.982925612,4
4620,412,0,4/3/2017,16.22664964,16
4621,412,0,4/10/2017,15.8094484,16
4622,412,0,4/17/2017,15.88599529,16
4623,412,0,4/24/2017,15.80749302,16
4624,412,1,4/4/2017,7.551873825,8
4625,412,1,4/11/2017,8.497845834,8
4626,412,1,4/18/2017,7.726028761,8
4627,412,1,4/25/2017,7.802225023,8
4628,412,2,4/5/2017,4.470380257,4
4629,412,2,4/12/2017,4.059678925,4
4630,412,2,4/19/2017,4.20073176,4
4631,412,2,4/26/2017,4.13362488,4
4632,412,3,4/6/2017,6.139516514,6
4633,412,3,4/13/2017,6.076878514,6
4634,412,3,4/20/2017,6.007314048,6
4635,412,3,4/27/2017,5.939532906,6
4636,412,4,4/7/2017,28.16970068,28
4637,412,4,4/14/2017,28.06165244,28
4638,412,4,4/21/2017,28.04104692,28
4639,412,4,4/28/2017,28.01619695,28
4640,412,5,4/1/2017,3.163635489,3
4641,412,5,4/8/2017,3.133296787,3
4642,412,5,4/15/2017,3.094957871,3
4643,412,5,4/22/2017,3.057702533,3
4644,412,6,4/2/2017,6.392587897,6
4645,412,6,4/9/2017,6.360121264,6
4646,412,6,4/16/2017,6.299072394,6
4647,412,6,4/23/2017,6.241556428,6
4648,414,0,4/3/2017,3.476342852,3
4649,414,0,4/10/2017,3.515881949,4
4650,414,0,4/17/2017,3.501638177,4
4651,414,0,4/24/2017,3.474724854,3
4652,414,1,4/4/2017,10.52855888,11
4653,414,1,4/11/2017,11.61972252,12
4654,414,1,4/18/2017,10.46407537,10
4655,414,1,4/25/2017,10.73345867,11
4656,414,2,4/5/2017,4.340631317,4
4657,414,2,4/12/2017,4.309181657,4
4658,414,2,4/19/2017,4.271780464,4
4659,414,2,4/26/2017,4.235532088,4
4660,414,3,4/6/2017,1.176493186,1
4661,414,3,4/13/2017,1.163733822,1
4662,414,3,4/20/2017,1.148079657,1
4663,414,3,4/27/2017,1.13208811,1
4664,414,4,4/7/2017,6.682659338,7
4665,414,4,4/14/2017,6.624788324,7
4666,414,4,4/21/2017,6.597365193,7
4667,414,4,4/28/2017,6.568081104,7
4668,414,5,4/1/2017,0.533331694,1
4669,414,5,4/8/2017,0.525644945,1
4670,414,5,4/15/2017,0.518062341,1
4671,414,5,4/22/2017,0.510589152,1
4672,414,6,4/2/2017,3.506058892,4
4673,414,6,4/9/2017,3.511004556,4
4674,414,6,4/16/2017,3.487973449,3
4675,414,6,4/23/2017,3.468406779,3
4676,415,0,4/3/2017,18.74002847,19
4677,415,0,4/10/2017,18.60460647,19
4678,415,0,4/17/2017,18.58533922,19
4679,415,0,4/24/2017,18.54354004,19
4680,415,1,4/4/2017,5.717184496,6
4681,415,1,4/11/2017,5.669528124,6
4682,415,1,4/18/2017,5.622268999,6
4683,415,1,4/25/2017,5.575403809,6
4684,415,2,4/5/2017,10.09740054,10
4685,415,2,4/12/2017,10.02964254,10
4686,415,2,4/19/2017,9.962044249,10
4687,415,2,4/26/2017,9.894896978,10
4688,415,3,4/6/2017,6.167279057,6
4689,415,3,4/13/2017,6.122247401,6
4690,415,3,4/20/2017,6.069192893,6
4691,415,3,4/27/2017,6.017364077,6
4692,415,4,4/7/2017,18.80860633,19
4693,415,4,4/14/2017,18.61831868,19
4694,415,4,4/21/2017,18.57548491,19
4695,415,4,4/28/2017,18.54918899,19
4696,415,5,4/1/2017,2.622288284,3
4697,415,5,4/8/2017,2.6265779,3
4698,415,5,4/15/2017,2.612823944,3
4699,415,5,4/22/2017,2.596483126,3
4700,415,6,4/2/2017,6.098905059,6
4701,415,6,4/9/2017,6.066890381,6
4702,415,6,4/16/2017,6.037505466,6
4703,415,6,4/23/2017,6.008448297,6
4704,416,0,4/3/2017,0.999828941,1
4705,416,0,4/10/2017,0.98725719,1
4706,416,0,4/17/2017,0.974235154,1
4707,416,0,4/24/2017,0.961273698,1
4708,416,1,4/4/2017,1.158332886,1
4709,416,1,4/11/2017,1.143717943,1
4710,416,1,4/18/2017,1.129400615,1
4711,416,1,4/25/2017,1.115257852,1
4712,416,2,4/5/2017,2.452132608,2
4713,416,2,4/12/2017,2.411365514,2
4714,416,2,4/19/2017,2.390362185,2
4715,416,2,4/26/2017,2.365173393,2
4716,416,3,4/6/2017,2.32398057,2
4717,416,3,4/13/2017,2.298237614,2
4718,416,3,4/20/2017,2.27280076,2
4719,416,3,4/27/2017,2.24764479,2
4720,416,4,4/7/2017,3.35604284,3
4721,416,4,4/14/2017,3.285853718,3
4722,416,4,4/21/2017,3.266485634,3
4723,416,4,4/28/2017,3.240988295,3
4724,416,5,4/1/2017,2.332907353,2
4725,416,5,4/8/2017,2.312714992,2
4726,416,5,4/15/2017,2.290097073,2
4727,416,5,4/22/2017,2.26749385,2
4728,416,6,4/2/2017,2.592643294,3
4729,416,6,4/9/2017,2.577839982,3
4730,416,6,4/16/2017,2.552579071,3
4731,416,6,4/23/2017,2.529537216,3
4732,417,0,4/3/2017,48.10936085,48
4733,417,0,4/10/2017,48.30856345,48
4734,417,0,4/17/2017,47.88485885,48
4735,417,0,4/24/2017,47.75824585,48
4736,417,1,4/4/2017,59.70790598,60
4737,417,1,4/11/2017,68.00751455,68
4738,417,1,4/18/2017,64.09061759,64
4739,417,1,4/25/2017,63.02874227,63
4740,417,2,4/5/2017,50.21904422,50
4741,417,2,4/12/2017,46.27730852,46
4742,417,2,4/19/2017,48.28719806,48
4743,417,2,4/26/2017,47.60617726,48
4744,417,3,4/6/2017,12.15904565,12
4745,417,3,4/13/2017,12.04915123,12
4746,417,3,4/20/2017,11.92887285,12
4747,417,3,4/27/2017,11.81074269,12
4748,417,4,4/7/2017,76.0057087,76
4749,417,4,4/14/2017,75.45667896,75
4750,417,4,4/21/2017,75.4793004,75
4751,417,4,4/28/2017,75.54833425,76
4752,417,5,4/1/2017,7.025424259,7
4753,417,5,4/8/2017,6.987200373,7
4754,417,5,4/15/2017,6.936163232,7
4755,417,5,4/22/2017,6.886630144,7
4756,417,6,4/2/2017,33.30491312,33
4757,417,6,4/9/2017,42.32262797,42
4758,417,6,4/16/2017,38.51305397,39
4759,417,6,4/23/2017,40.33729957,40
4760,418,0,4/3/2017,4.1797705,4
4761,418,0,4/10/2017,3.966602197,4
4762,418,0,4/17/2017,3.995503182,4
4763,418,0,4/24/2017,3.991269348,4
4764,418,1,4/4/2017,2.673353802,3
4765,418,1,4/11/2017,2.633324301,3
4766,418,1,4/18/2017,2.522644863,3
4767,418,1,4/25/2017,2.560623849,3
4768,418,2,4/5/2017,0.706536177,1
4769,418,2,4/12/2017,0.780571228,1
4770,418,2,4/19/2017,0.733571903,1
4771,418,2,4/26/2017,0.740624921,1
4772,418,3,4/6/2017,0.926682346,1
4773,418,3,4/13/2017,0.926830931,1
4774,418,3,4/20/2017,0.914713835,1
4775,418,3,4/27/2017,0.904325167,1
4776,418,4,4/7/2017,1.74607013,2
4777,418,4,4/14/2017,1.715499449,2
4778,418,4,4/21/2017,1.703221758,2
4779,418,4,4/28/2017,1.693510334,2
4780,418,5,4/1/2017,0.41579113,0
4781,418,5,4/8/2017,0.4125974,0
4782,418,5,4/15/2017,0.406666328,0
4783,418,5,4/22/2017,0.400396564,0
4784,418,6,4/2/2017,0.577731875,1
4785,418,6,4/9/2017,0.527346563,1
4786,418,6,4/16/2017,0.527924183,1
4787,418,6,4/23/2017,0.529161534,1
4788,419,0,4/3/2017,1.685052682,2
4789,419,0,4/10/2017,1.651988487,2
4790,419,0,4/17/2017,1.631891318,2
4791,419,0,4/24/2017,1.615631804,2
4792,419,1,4/4/2017,1.22810719,1
4793,419,1,4/11/2017,1.214148984,1
4794,419,1,4/18/2017,1.200680714,1
4795,419,1,4/25/2017,1.187338911,1
4796,419,2,4/5/2017,1.436224608,1
4797,419,2,4/12/2017,1.351486837,1
4798,419,2,4/19/2017,1.360889579,1
4799,419,2,4/26/2017,1.355721842,1
4800,419,3,4/6/2017,1.061939578,1
4801,419,3,4/13/2017,1.048061397,1
4802,419,3,4/20/2017,1.034969393,1
4803,419,3,4/27/2017,1.022002613,1
4804,419,4,4/7/2017,1.897787907,2
4805,419,4,4/14/2017,1.873358538,2
4806,419,4,4/21/2017,1.859881136,2
4807,419,4,4/28/2017,1.845486619,2
4808,419,5,4/1/2017,1.382068495,1
4809,419,5,4/8/2017,1.374968753,1
4810,419,5,4/15/2017,1.364296566,1
4811,419,5,4/22/2017,1.352328181,1
4812,419,6,4/2/2017,1.893266835,2
4813,419,6,4/9/2017,1.916188865,2
4814,419,6,4/16/2017,1.89549275,2
4815,419,6,4/23/2017,1.884365802,2
4816,420,0,4/3/2017,2.165834183,2
4817,420,0,4/10/2017,2.140238407,2
4818,420,0,4/17/2017,2.122479296,2
4819,420,0,4/24/2017,2.104112395,2
4820,420,1,4/4/2017,1.432559412,1
4821,420,1,4/11/2017,1.419598106,1
4822,420,1,4/18/2017,1.406879199,1
4823,420,1,4/25/2017,1.394271659,1
4824,420,2,4/5/2017,3.385116236,3
4825,420,2,4/12/2017,3.365667579,3
4826,420,2,4/19/2017,3.343303171,3
4827,420,2,4/26/2017,3.320782636,3
4828,420,3,4/6/2017,0.484585319,0
4829,420,3,4/13/2017,0.477317525,0
4830,420,3,4/20/2017,0.470158733,0
4831,420,3,4/27/2017,0.463107309,0
4832,420,4,4/7/2017,4.81935223,5
4833,420,4,4/14/2017,4.801994733,5
4834,420,4,4/21/2017,4.786839524,5
4835,420,4,4/28/2017,4.77169737,5
4836,420,5,4/1/2017,2.281275059,2
4837,420,5,4/8/2017,2.190204153,2
4838,420,5,4/15/2017,2.224557113,2
4839,420,5,4/22/2017,2.2009048,2
4840,420,6,4/2/2017,1.936471146,2
4841,420,6,4/9/2017,1.930034673,2
4842,420,6,4/16/2017,1.916136423,2
4843,420,6,4/23/2017,1.903146192,2
4844,421,0,4/3/2017,8.019246955,8
4845,421,0,4/10/2017,7.976940603,8
4846,421,0,4/17/2017,7.958940966,8
4847,421,0,4/24/2017,7.943077709,8
4848,421,1,4/4/2017,2.295250102,2
4849,421,1,4/11/2017,2.278055089,2
4850,421,1,4/18/2017,2.262190572,2
4851,421,1,4/25/2017,2.246643342,2
4852,421,2,4/5/2017,4.290198832,4
4853,421,2,4/12/2017,4.266293826,4
4854,421,2,4/19/2017,4.242444425,4
4855,421,2,4/26/2017,4.218727623,4
4856,421,3,4/6/2017,2.997378805,3
4857,421,3,4/13/2017,2.988600588,3
4858,421,3,4/20/2017,2.968024934,3
4859,421,3,4/27/2017,2.948747022,3
4860,421,4,4/7/2017,7.574920093,8
4861,421,4,4/14/2017,7.363149721,7
4862,421,4,4/21/2017,7.310913774,7
4863,421,4,4/28/2017,7.296491308,7
4864,421,5,4/1/2017,7.03207359,7
4865,421,5,4/8/2017,5.846665162,6
4866,421,5,4/15/2017,6.350242227,6
4867,421,5,4/22/2017,6.384406975,6
4868,421,6,4/2/2017,2.256172089,2
4869,421,6,4/9/2017,2.256247343,2
4870,421,6,4/16/2017,2.242574724,2
4871,421,6,4/23/2017,2.227087749,2
4872,422,0,4/3/2017,4.508160321,5
4873,422,0,4/10/2017,4.699122329,5
4874,422,0,4/17/2017,4.627112569,5
4875,422,0,4/24/2017,4.505468925,5
4876,422,1,4/4/2017,9.885699406,10
4877,422,1,4/11/2017,10.32954138,10
