,start_st,weekday,date,demand,type
9983,7162,3,2017-08-03,306,Upper Level Confidence
9984,7162,4,2017-07-14,228,Upper Level Confidence
9985,7162,4,2017-07-21,255,Upper Level Confidence
9986,7162,4,2017-07-28,266,Upper Level Confidence
9987,7162,4,2017-08-04,291,Upper Level Confidence
9988,7162,5,2017-07-15,255,Upper Level Confidence
9989,7162,5,2017-07-22,301,Upper Level Confidence
9990,7162,5,2017-07-29,338,Upper Level Confidence
9991,7162,5,2017-08-05,329,Upper Level Confidence
9992,7162,6,2017-07-16,142,Upper Level Confidence
9993,7162,6,2017-07-23,176,Upper Level Confidence
9994,7162,6,2017-07-30,200,Upper Level Confidence
9995,7162,6,2017-08-06,200,Upper Level Confidence
9996,7163,0,2017-07-17,141,Upper Level Confidence
9997,7163,0,2017-07-24,159,Upper Level Confidence
9998,7163,0,2017-07-31,163,Upper Level Confidence
9999,7163,0,2017-08-07,172,Upper Level Confidence
10000,7163,1,2017-07-11,236,Upper Level Confidence
10001,7163,1,2017-07-18,261,Upper Level Confidence
10002,7163,1,2017-07-25,222,Upper Level Confidence
10003,7163,1,2017-08-01,270,Upper Level Confidence
10004,7163,2,2017-07-12,224,Upper Level Confidence
10005,7163,2,2017-07-19,227,Upper Level Confidence
10006,7163,2,2017-07-26,255,Upper Level Confidence
10007,7163,2,2017-08-02,256,Upper Level Confidence
10008,7163,3,2017-07-13,219,Upper Level Confidence
10009,7163,3,2017-07-20,244,Upper Level Confidence
10010,7163,3,2017-07-27,243,Upper Level Confidence
10011,7163,3,2017-08-03,288,Upper Level Confidence
10012,7163,4,2017-07-14,236,Upper Level Confidence
10013,7163,4,2017-07-21,297,Upper Level Confidence
10014,7163,4,2017-07-28,334,Upper Level Confidence
10015,7163,4,2017-08-04,349,Upper Level Confidence
10016,7163,5,2017-07-15,222,Upper Level Confidence
10017,7163,5,2017-07-22,265,Upper Level Confidence
10018,7163,5,2017-07-29,276,Upper Level Confidence
10019,7163,5,2017-08-05,302,Upper Level Confidence
10020,7163,6,2017-07-16,117,Upper Level Confidence
10021,7163,6,2017-07-23,152,Upper Level Confidence
10022,7163,6,2017-07-30,175,Upper Level Confidence
10023,7163,6,2017-08-06,202,Upper Level Confidence
10024,7164,0,2017-07-17,143,Upper Level Confidence
10025,7164,0,2017-07-24,165,Upper Level Confidence
10026,7164,0,2017-07-31,166,Upper Level Confidence
10027,7164,0,2017-08-07,196,Upper Level Confidence
10028,7164,1,2017-07-11,241,Upper Level Confidence
10029,7164,1,2017-07-18,258,Upper Level Confidence
10030,7164,1,2017-07-25,225,Upper Level Confidence
10031,7164,1,2017-08-01,297,Upper Level Confidence
10032,7164,2,2017-07-12,216,Upper Level Confidence
10033,7164,2,2017-07-19,234,Upper Level Confidence
10034,7164,2,2017-07-26,235,Upper Level Confidence
10035,7164,2,2017-08-02,250,Upper Level Confidence
10036,7164,3,2017-07-13,307,Upper Level Confidence
10037,7164,3,2017-07-20,349,Upper Level Confidence
10038,7164,3,2017-07-27,408,Upper Level Confidence
10039,7164,3,2017-08-03,478,Upper Level Confidence
10040,7164,4,2017-07-14,302,Upper Level Confidence
10041,7164,4,2017-07-21,315,Upper Level Confidence
10042,7164,4,2017-07-28,381,Upper Level Confidence
10043,7164,4,2017-08-04,456,Upper Level Confidence
10044,7164,5,2017-07-15,233,Upper Level Confidence
10045,7164,5,2017-07-22,274,Upper Level Confidence
10046,7164,5,2017-07-29,296,Upper Level Confidence
10047,7164,5,2017-08-05,283,Upper Level Confidence
10048,7164,6,2017-07-16,115,Upper Level Confidence
10049,7164,6,2017-07-23,117,Upper Level Confidence
10050,7164,6,2017-07-30,139,Upper Level Confidence
10051,7164,6,2017-08-06,147,Upper Level Confidence
10052,7167,0,2017-07-17,96,Upper Level Confidence
10053,7167,0,2017-07-24,116,Upper Level Confidence
10054,7167,0,2017-07-31,112,Upper Level Confidence
10055,7167,0,2017-08-07,146,Upper Level Confidence
10056,7167,1,2017-07-11,147,Upper Level Confidence
10057,7167,1,2017-07-18,200,Upper Level Confidence
10058,7167,1,2017-07-25,187,Upper Level Confidence
10059,7167,1,2017-08-01,208,Upper Level Confidence
10060,7167,2,2017-07-12,185,Upper Level Confidence
10061,7167,2,2017-07-19,199,Upper Level Confidence
10062,7167,2,2017-07-26,203,Upper Level Confidence
10063,7167,2,2017-08-02,216,Upper Level Confidence
10064,7167,3,2017-07-13,191,Upper Level Confidence
10065,7167,3,2017-07-20,243,Upper Level Confidence
10066,7167,3,2017-07-27,234,Upper Level Confidence
10067,7167,3,2017-08-03,268,Upper Level Confidence
10068,7167,4,2017-07-14,160,Upper Level Confidence
10069,7167,4,2017-07-21,210,Upper Level Confidence
10070,7167,4,2017-07-28,201,Upper Level Confidence
10071,7167,4,2017-08-04,239,Upper Level Confidence
10072,7167,5,2017-07-15,190,Upper Level Confidence
10073,7167,5,2017-07-22,216,Upper Level Confidence
10074,7167,5,2017-07-29,221,Upper Level Confidence
10075,7167,5,2017-08-05,243,Upper Level Confidence
10076,7167,6,2017-07-16,61,Upper Level Confidence
10077,7167,6,2017-07-23,69,Upper Level Confidence
10078,7167,6,2017-07-30,79,Upper Level Confidence
10079,7167,6,2017-08-06,85,Upper Level Confidence
10080,7168,0,2017-07-17,157,Upper Level Confidence
10081,7168,0,2017-07-24,181,Upper Level Confidence
10082,7168,0,2017-07-31,200,Upper Level Confidence
10083,7168,0,2017-08-07,257,Upper Level Confidence
10084,7168,1,2017-07-11,137,Upper Level Confidence
10085,7168,1,2017-07-18,164,Upper Level Confidence
10086,7168,1,2017-07-25,141,Upper Level Confidence
10087,7168,1,2017-08-01,166,Upper Level Confidence
10088,7168,2,2017-07-12,148,Upper Level Confidence
10089,7168,2,2017-07-19,159,Upper Level Confidence
10090,7168,2,2017-07-26,157,Upper Level Confidence
10091,7168,2,2017-08-02,204,Upper Level Confidence
10092,7168,3,2017-07-13,136,Upper Level Confidence
10093,7168,3,2017-07-20,190,Upper Level Confidence
10094,7168,3,2017-07-27,188,Upper Level Confidence
10095,7168,3,2017-08-03,234,Upper Level Confidence
10096,7168,4,2017-07-14,109,Upper Level Confidence
10097,7168,4,2017-07-21,123,Upper Level Confidence
10098,7168,4,2017-07-28,120,Upper Level Confidence
10099,7168,4,2017-08-04,124,Upper Level Confidence
10100,7168,5,2017-07-15,158,Upper Level Confidence
10101,7168,5,2017-07-22,206,Upper Level Confidence
10102,7168,5,2017-07-29,230,Upper Level Confidence
10103,7168,5,2017-08-05,279,Upper Level Confidence
10104,7168,6,2017-07-16,154,Upper Level Confidence
10105,7168,6,2017-07-23,207,Upper Level Confidence
10106,7168,6,2017-07-30,188,Upper Level Confidence
10107,7168,6,2017-08-06,230,Upper Level Confidence
10108,7169,0,2017-07-17,130,Upper Level Confidence
10109,7169,0,2017-07-24,153,Upper Level Confidence
10110,7169,0,2017-07-31,162,Upper Level Confidence
10111,7169,0,2017-08-07,182,Upper Level Confidence
10112,7169,1,2017-07-11,126,Upper Level Confidence
10113,7169,1,2017-07-18,153,Upper Level Confidence
10114,7169,1,2017-07-25,178,Upper Level Confidence
10115,7169,1,2017-08-01,150,Upper Level Confidence
10116,7169,2,2017-07-12,102,Upper Level Confidence
10117,7169,2,2017-07-19,145,Upper Level Confidence
10118,7169,2,2017-07-26,137,Upper Level Confidence
10119,7169,2,2017-08-02,139,Upper Level Confidence
10120,7169,3,2017-07-13,133,Upper Level Confidence
10121,7169,3,2017-07-20,152,Upper Level Confidence
10122,7169,3,2017-07-27,183,Upper Level Confidence
10123,7169,3,2017-08-03,209,Upper Level Confidence
10124,7169,4,2017-07-14,135,Upper Level Confidence
10125,7169,4,2017-07-21,157,Upper Level Confidence
10126,7169,4,2017-07-28,171,Upper Level Confidence
10127,7169,4,2017-08-04,228,Upper Level Confidence
10128,7169,5,2017-07-15,149,Upper Level Confidence
10129,7169,5,2017-07-22,163,Upper Level Confidence
10130,7169,5,2017-07-29,167,Upper Level Confidence
10131,7169,5,2017-08-05,201,Upper Level Confidence
10132,7169,6,2017-07-16,143,Upper Level Confidence
10133,7169,6,2017-07-23,140,Upper Level Confidence
10134,7169,6,2017-07-30,168,Upper Level Confidence
10135,7169,6,2017-08-06,160,Upper Level Confidence
10136,7170,0,2017-07-17,285,Upper Level Confidence
10137,7170,0,2017-07-24,318,Upper Level Confidence
10138,7170,0,2017-07-31,309,Upper Level Confidence
10139,7170,0,2017-08-07,323,Upper Level Confidence
10140,7170,1,2017-07-11,259,Upper Level Confidence
10141,7170,1,2017-07-18,301,Upper Level Confidence
10142,7170,1,2017-07-25,274,Upper Level Confidence
10143,7170,1,2017-08-01,289,Upper Level Confidence
10144,7170,2,2017-07-12,237,Upper Level Confidence
10145,7170,2,2017-07-19,241,Upper Level Confidence
10146,7170,2,2017-07-26,265,Upper Level Confidence
10147,7170,2,2017-08-02,280,Upper Level Confidence
10148,7170,3,2017-07-13,280,Upper Level Confidence
10149,7170,3,2017-07-20,381,Upper Level Confidence
10150,7170,3,2017-07-27,381,Upper Level Confidence
10151,7170,3,2017-08-03,397,Upper Level Confidence
10152,7170,4,2017-07-14,279,Upper Level Confidence
10153,7170,4,2017-07-21,321,Upper Level Confidence
10154,7170,4,2017-07-28,392,Upper Level Confidence
10155,7170,4,2017-08-04,461,Upper Level Confidence
10156,7170,5,2017-07-15,267,Upper Level Confidence
10157,7170,5,2017-07-22,341,Upper Level Confidence
10158,7170,5,2017-07-29,306,Upper Level Confidence
10159,7170,5,2017-08-05,369,Upper Level Confidence
10160,7170,6,2017-07-16,214,Upper Level Confidence
10161,7170,6,2017-07-23,212,Upper Level Confidence
10162,7170,6,2017-07-30,247,Upper Level Confidence
10163,7170,6,2017-08-06,246,Upper Level Confidence
10164,7171,0,2017-07-17,254,Upper Level Confidence
10165,7171,0,2017-07-24,239,Upper Level Confidence
10166,7171,0,2017-07-31,264,Upper Level Confidence
10167,7171,0,2017-08-07,283,Upper Level Confidence
10168,7171,1,2017-07-11,285,Upper Level Confidence
10169,7171,1,2017-07-18,400,Upper Level Confidence
10170,7171,1,2017-07-25,331,Upper Level Confidence
10171,7171,1,2017-08-01,343,Upper Level Confidence
10172,7171,2,2017-07-12,317,Upper Level Confidence
10173,7171,2,2017-07-19,365,Upper Level Confidence
10174,7171,2,2017-07-26,368,Upper Level Confidence
10175,7171,2,2017-08-02,372,Upper Level Confidence
10176,7171,3,2017-07-13,296,Upper Level Confidence
10177,7171,3,2017-07-20,316,Upper Level Confidence
10178,7171,3,2017-07-27,360,Upper Level Confidence
10179,7171,3,2017-08-03,390,Upper Level Confidence
10180,7171,4,2017-07-14,286,Upper Level Confidence
10181,7171,4,2017-07-21,328,Upper Level Confidence
10182,7171,4,2017-07-28,313,Upper Level Confidence
10183,7171,4,2017-08-04,369,Upper Level Confidence
10184,7171,5,2017-07-15,341,Upper Level Confidence
10185,7171,5,2017-07-22,352,Upper Level Confidence
10186,7171,5,2017-07-29,340,Upper Level Confidence
10187,7171,5,2017-08-05,362,Upper Level Confidence
10188,7171,6,2017-07-16,299,Upper Level Confidence
10189,7171,6,2017-07-23,285,Upper Level Confidence
10190,7171,6,2017-07-30,326,Upper Level Confidence
10191,7171,6,2017-08-06,314,Upper Level Confidence
10192,7172,0,2017-07-17,231,Upper Level Confidence
10193,7172,0,2017-07-24,267,Upper Level Confidence
10194,7172,0,2017-07-31,284,Upper Level Confidence
10195,7172,0,2017-08-07,291,Upper Level Confidence
10196,7172,1,2017-07-11,203,Upper Level Confidence
10197,7172,1,2017-07-18,241,Upper Level Confidence
10198,7172,1,2017-07-25,256,Upper Level Confidence
10199,7172,1,2017-08-01,281,Upper Level Confidence
10200,7172,2,2017-07-12,236,Upper Level Confidence
10201,7172,2,2017-07-19,303,Upper Level Confidence
10202,7172,2,2017-07-26,283,Upper Level Confidence
10203,7172,2,2017-08-02,332,Upper Level Confidence
10204,7172,3,2017-07-13,227,Upper Level Confidence
10205,7172,3,2017-07-20,294,Upper Level Confidence
10206,7172,3,2017-07-27,322,Upper Level Confidence
10207,7172,3,2017-08-03,374,Upper Level Confidence
10208,7172,4,2017-07-14,217,Upper Level Confidence
10209,7172,4,2017-07-21,354,Upper Level Confidence
10210,7172,4,2017-07-28,305,Upper Level Confidence
10211,7172,4,2017-08-04,392,Upper Level Confidence
10212,7172,5,2017-07-15,218,Upper Level Confidence
10213,7172,5,2017-07-22,238,Upper Level Confidence
10214,7172,5,2017-07-29,238,Upper Level Confidence
10215,7172,5,2017-08-05,273,Upper Level Confidence
10216,7172,6,2017-07-16,139,Upper Level Confidence
10217,7172,6,2017-07-23,161,Upper Level Confidence
10218,7172,6,2017-07-30,167,Upper Level Confidence
10219,7172,6,2017-08-06,192,Upper Level Confidence
10220,7173,0,2017-07-17,253,Upper Level Confidence
10221,7173,0,2017-07-24,294,Upper Level Confidence
10222,7173,0,2017-07-31,302,Upper Level Confidence
10223,7173,0,2017-08-07,352,Upper Level Confidence
10224,7173,1,2017-07-11,236,Upper Level Confidence
10225,7173,1,2017-07-18,272,Upper Level Confidence
10226,7173,1,2017-07-25,256,Upper Level Confidence
10227,7173,1,2017-08-01,293,Upper Level Confidence
10228,7173,2,2017-07-12,239,Upper Level Confidence
10229,7173,2,2017-07-19,237,Upper Level Confidence
10230,7173,2,2017-07-26,283,Upper Level Confidence
10231,7173,2,2017-08-02,296,Upper Level Confidence
10232,7173,3,2017-07-13,266,Upper Level Confidence
10233,7173,3,2017-07-20,303,Upper Level Confidence
10234,7173,3,2017-07-27,320,Upper Level Confidence
10235,7173,3,2017-08-03,368,Upper Level Confidence
10236,7173,4,2017-07-14,280,Upper Level Confidence
10237,7173,4,2017-07-21,274,Upper Level Confidence
10238,7173,4,2017-07-28,292,Upper Level Confidence
10239,7173,4,2017-08-04,314,Upper Level Confidence
10240,7173,5,2017-07-15,332,Upper Level Confidence
10241,7173,5,2017-07-22,342,Upper Level Confidence
10242,7173,5,2017-07-29,394,Upper Level Confidence
10243,7173,5,2017-08-05,484,Upper Level Confidence
10244,7173,6,2017-07-16,262,Upper Level Confidence
10245,7173,6,2017-07-23,327,Upper Level Confidence
10246,7173,6,2017-07-30,346,Upper Level Confidence
10247,7173,6,2017-08-06,397,Upper Level Confidence
10248,7174,0,2017-07-17,119,Upper Level Confidence
10249,7174,0,2017-07-24,111,Upper Level Confidence
10250,7174,0,2017-07-31,124,Upper Level Confidence
10251,7174,0,2017-08-07,144,Upper Level Confidence
10252,7174,1,2017-07-11,105,Upper Level Confidence
10253,7174,1,2017-07-18,124,Upper Level Confidence
10254,7174,1,2017-07-25,131,Upper Level Confidence
10255,7174,1,2017-08-01,130,Upper Level Confidence
10256,7174,2,2017-07-12,121,Upper Level Confidence
10257,7174,2,2017-07-19,119,Upper Level Confidence
10258,7174,2,2017-07-26,151,Upper Level Confidence
10259,7174,2,2017-08-02,143,Upper Level Confidence
10260,7174,3,2017-07-13,138,Upper Level Confidence
10261,7174,3,2017-07-20,152,Upper Level Confidence
10262,7174,3,2017-07-27,187,Upper Level Confidence
10263,7174,3,2017-08-03,187,Upper Level Confidence
10264,7174,4,2017-07-14,121,Upper Level Confidence
10265,7174,4,2017-07-21,169,Upper Level Confidence
10266,7174,4,2017-07-28,158,Upper Level Confidence
10267,7174,4,2017-08-04,185,Upper Level Confidence
10268,7174,5,2017-07-15,118,Upper Level Confidence
10269,7174,5,2017-07-22,121,Upper Level Confidence
10270,7174,5,2017-07-29,136,Upper Level Confidence
10271,7174,5,2017-08-05,120,Upper Level Confidence
10272,7174,6,2017-07-16,77,Upper Level Confidence
10273,7174,6,2017-07-23,102,Upper Level Confidence
10274,7174,6,2017-07-30,97,Upper Level Confidence
10275,7174,6,2017-08-06,98,Upper Level Confidence
10276,7175,0,2017-07-17,218,Upper Level Confidence
10277,7175,0,2017-07-24,249,Upper Level Confidence
10278,7175,0,2017-07-31,244,Upper Level Confidence
10279,7175,0,2017-08-07,261,Upper Level Confidence
10280,7175,1,2017-07-11,277,Upper Level Confidence
10281,7175,1,2017-07-18,305,Upper Level Confidence
10282,7175,1,2017-07-25,387,Upper Level Confidence
10283,7175,1,2017-08-01,362,Upper Level Confidence
10284,7175,2,2017-07-12,245,Upper Level Confidence
10285,7175,2,2017-07-19,287,Upper Level Confidence
10286,7175,2,2017-07-26,297,Upper Level Confidence
10287,7175,2,2017-08-02,297,Upper Level Confidence
10288,7175,3,2017-07-13,284,Upper Level Confidence
10289,7175,3,2017-07-20,237,Upper Level Confidence
10290,7175,3,2017-07-27,295,Upper Level Confidence
10291,7175,3,2017-08-03,284,Upper Level Confidence
10292,7175,4,2017-07-14,290,Upper Level Confidence
10293,7175,4,2017-07-21,282,Upper Level Confidence
10294,7175,4,2017-07-28,285,Upper Level Confidence
10295,7175,4,2017-08-04,288,Upper Level Confidence
10296,7175,5,2017-07-15,196,Upper Level Confidence
10297,7175,5,2017-07-22,219,Upper Level Confidence
10298,7175,5,2017-07-29,226,Upper Level Confidence
10299,7175,5,2017-08-05,225,Upper Level Confidence
10300,7175,6,2017-07-16,191,Upper Level Confidence
10301,7175,6,2017-07-23,231,Upper Level Confidence
10302,7175,6,2017-07-30,246,Upper Level Confidence
10303,7175,6,2017-08-06,286,Upper Level Confidence
10304,7176,0,2017-07-17,162,Upper Level Confidence
10305,7176,0,2017-07-24,183,Upper Level Confidence
10306,7176,0,2017-07-31,221,Upper Level Confidence
10307,7176,0,2017-08-07,209,Upper Level Confidence
10308,7176,1,2017-07-04,216,Upper Level Confidence
10309,7176,1,2017-07-11,262,Upper Level Confidence
10310,7176,1,2017-07-18,234,Upper Level Confidence
10311,7176,1,2017-07-25,249,Upper Level Confidence
10312,7176,2,2017-07-12,231,Upper Level Confidence
10313,7176,2,2017-07-19,270,Upper Level Confidence
10314,7176,2,2017-07-26,271,Upper Level Confidence
10315,7176,2,2017-08-02,310,Upper Level Confidence
10316,7176,3,2017-07-13,215,Upper Level Confidence
10317,7176,3,2017-07-20,277,Upper Level Confidence
10318,7176,3,2017-07-27,299,Upper Level Confidence
10319,7176,3,2017-08-03,343,Upper Level Confidence
10320,7176,4,2017-07-14,226,Upper Level Confidence
10321,7176,4,2017-07-21,246,Upper Level Confidence
10322,7176,4,2017-07-28,298,Upper Level Confidence
10323,7176,4,2017-08-04,333,Upper Level Confidence
10324,7176,5,2017-07-15,134,Upper Level Confidence
10325,7176,5,2017-07-22,148,Upper Level Confidence
10326,7176,5,2017-07-29,183,Upper Level Confidence
10327,7176,5,2017-08-05,199,Upper Level Confidence
10328,7176,6,2017-07-16,156,Upper Level Confidence
10329,7176,6,2017-07-23,215,Upper Level Confidence
10330,7176,6,2017-07-30,186,Upper Level Confidence
10331,7176,6,2017-08-06,186,Upper Level Confidence
10332,7177,0,2017-07-17,189,Upper Level Confidence
10333,7177,0,2017-07-24,220,Upper Level Confidence
10334,7177,0,2017-07-31,197,Upper Level Confidence
10335,7177,0,2017-08-07,264,Upper Level Confidence
10336,7177,1,2017-07-11,179,Upper Level Confidence
10337,7177,1,2017-07-18,198,Upper Level Confidence
10338,7177,1,2017-07-25,216,Upper Level Confidence
10339,7177,1,2017-08-01,266,Upper Level Confidence
10340,7177,2,2017-07-12,138,Upper Level Confidence
10341,7177,2,2017-07-19,160,Upper Level Confidence
10342,7177,2,2017-07-26,164,Upper Level Confidence
10343,7177,2,2017-08-02,157,Upper Level Confidence
10344,7177,3,2017-07-13,157,Upper Level Confidence
10345,7177,3,2017-07-20,200,Upper Level Confidence
10346,7177,3,2017-07-27,204,Upper Level Confidence
10347,7177,3,2017-08-03,258,Upper Level Confidence
10348,7177,4,2017-07-14,169,Upper Level Confidence
10349,7177,4,2017-07-21,183,Upper Level Confidence
10350,7177,4,2017-07-28,205,Upper Level Confidence
10351,7177,4,2017-08-04,234,Upper Level Confidence
10352,7177,5,2017-07-15,194,Upper Level Confidence
10353,7177,5,2017-07-22,203,Upper Level Confidence
10354,7177,5,2017-07-29,270,Upper Level Confidence
10355,7177,5,2017-08-05,304,Upper Level Confidence
10356,7177,6,2017-07-16,266,Upper Level Confidence
10357,7177,6,2017-07-23,300,Upper Level Confidence
10358,7177,6,2017-07-30,305,Upper Level Confidence
10359,7177,6,2017-08-06,326,Upper Level Confidence
10360,7178,0,2017-07-17,229,Upper Level Confidence
10361,7178,0,2017-07-24,214,Upper Level Confidence
10362,7178,0,2017-07-31,250,Upper Level Confidence
10363,7178,0,2017-08-07,292,Upper Level Confidence
10364,7178,1,2017-07-11,234,Upper Level Confidence
10365,7178,1,2017-07-18,277,Upper Level Confidence
10366,7178,1,2017-07-25,297,Upper Level Confidence
10367,7178,1,2017-08-01,307,Upper Level Confidence
10368,7178,2,2017-07-12,260,Upper Level Confidence
10369,7178,2,2017-07-19,265,Upper Level Confidence
10370,7178,2,2017-07-26,284,Upper Level Confidence
10371,7178,2,2017-08-02,274,Upper Level Confidence
10372,7178,3,2017-07-13,251,Upper Level Confidence
10373,7178,3,2017-07-20,292,Upper Level Confidence
10374,7178,3,2017-07-27,307,Upper Level Confidence
10375,7178,3,2017-08-03,329,Upper Level Confidence
10376,7178,4,2017-07-14,251,Upper Level Confidence
10377,7178,4,2017-07-21,284,Upper Level Confidence
10378,7178,4,2017-07-28,275,Upper Level Confidence
10379,7178,4,2017-08-04,303,Upper Level Confidence
10380,7178,5,2017-07-15,171,Upper Level Confidence
10381,7178,5,2017-07-22,177,Upper Level Confidence
10382,7178,5,2017-07-29,226,Upper Level Confidence
10383,7178,5,2017-08-05,226,Upper Level Confidence
10384,7178,6,2017-07-16,147,Upper Level Confidence
10385,7178,6,2017-07-23,187,Upper Level Confidence
10386,7178,6,2017-07-30,189,Upper Level Confidence
10387,7178,6,2017-08-06,212,Upper Level Confidence
10388,7179,0,2017-07-17,235,Upper Level Confidence
10389,7179,0,2017-07-24,230,Upper Level Confidence
10390,7179,0,2017-07-31,238,Upper Level Confidence
10391,7179,0,2017-08-07,263,Upper Level Confidence
10392,7179,1,2017-07-11,276,Upper Level Confidence
10393,7179,1,2017-07-18,335,Upper Level Confidence
10394,7179,1,2017-07-25,303,Upper Level Confidence
10395,7179,1,2017-08-01,353,Upper Level Confidence
10396,7179,2,2017-07-12,305,Upper Level Confidence
10397,7179,2,2017-07-19,331,Upper Level Confidence
10398,7179,2,2017-07-26,341,Upper Level Confidence
10399,7179,2,2017-08-02,350,Upper Level Confidence
10400,7179,3,2017-07-13,347,Upper Level Confidence
10401,7179,3,2017-07-20,365,Upper Level Confidence
10402,7179,3,2017-07-27,372,Upper Level Confidence
10403,7179,3,2017-08-03,450,Upper Level Confidence
10404,7179,4,2017-07-14,331,Upper Level Confidence
10405,7179,4,2017-07-21,361,Upper Level Confidence
10406,7179,4,2017-07-28,330,Upper Level Confidence
10407,7179,4,2017-08-04,382,Upper Level Confidence
10408,7179,5,2017-07-15,238,Upper Level Confidence
10409,7179,5,2017-07-22,292,Upper Level Confidence
10410,7179,5,2017-07-29,301,Upper Level Confidence
10411,7179,5,2017-08-05,314,Upper Level Confidence
10412,7179,6,2017-07-16,154,Upper Level Confidence
10413,7179,6,2017-07-23,161,Upper Level Confidence
10414,7179,6,2017-07-30,226,Upper Level Confidence
10415,7179,6,2017-08-06,221,Upper Level Confidence
10416,7180,0,2017-07-17,309,Upper Level Confidence
10417,7180,0,2017-07-24,366,Upper Level Confidence
10418,7180,0,2017-07-31,429,Upper Level Confidence
10419,7180,0,2017-08-07,482,Upper Level Confidence
10420,7180,1,2017-07-11,310,Upper Level Confidence
10421,7180,1,2017-07-18,306,Upper Level Confidence
10422,7180,1,2017-07-25,261,Upper Level Confidence
10423,7180,1,2017-08-01,347,Upper Level Confidence
10424,7180,2,2017-07-12,299,Upper Level Confidence
10425,7180,2,2017-07-19,363,Upper Level Confidence
10426,7180,2,2017-07-26,357,Upper Level Confidence
10427,7180,2,2017-08-02,373,Upper Level Confidence
10428,7180,3,2017-07-13,318,Upper Level Confidence
10429,7180,3,2017-07-20,329,Upper Level Confidence
10430,7180,3,2017-07-27,372,Upper Level Confidence
10431,7180,3,2017-08-03,405,Upper Level Confidence
10432,7180,4,2017-07-14,244,Upper Level Confidence
10433,7180,4,2017-07-21,271,Upper Level Confidence
10434,7180,4,2017-07-28,278,Upper Level Confidence
10435,7180,4,2017-08-04,305,Upper Level Confidence
10436,7180,5,2017-07-15,249,Upper Level Confidence
10437,7180,5,2017-07-22,319,Upper Level Confidence
10438,7180,5,2017-07-29,337,Upper Level Confidence
10439,7180,5,2017-08-05,398,Upper Level Confidence
10440,7180,6,2017-07-16,193,Upper Level Confidence
10441,7180,6,2017-07-23,261,Upper Level Confidence
10442,7180,6,2017-07-30,268,Upper Level Confidence
10443,7180,6,2017-08-06,337,Upper Level Confidence
10444,7181,0,2017-07-17,222,Upper Level Confidence
10445,7181,0,2017-07-24,209,Upper Level Confidence
10446,7181,0,2017-07-31,218,Upper Level Confidence
10447,7181,0,2017-08-07,269,Upper Level Confidence
10448,7181,1,2017-07-11,223,Upper Level Confidence
10449,7181,1,2017-07-18,242,Upper Level Confidence
10450,7181,1,2017-07-25,222,Upper Level Confidence
10451,7181,1,2017-08-01,259,Upper Level Confidence
10452,7181,2,2017-07-12,265,Upper Level Confidence
10453,7181,2,2017-07-19,314,Upper Level Confidence
10454,7181,2,2017-07-26,350,Upper Level Confidence
10455,7181,2,2017-08-02,397,Upper Level Confidence
10456,7181,3,2017-07-13,286,Upper Level Confidence
10457,7181,3,2017-07-20,357,Upper Level Confidence
10458,7181,3,2017-07-27,351,Upper Level Confidence
10459,7181,3,2017-08-03,408,Upper Level Confidence
10460,7181,4,2017-07-14,249,Upper Level Confidence
10461,7181,4,2017-07-21,300,Upper Level Confidence
10462,7181,4,2017-07-28,350,Upper Level Confidence
10463,7181,4,2017-08-04,354,Upper Level Confidence
10464,7181,5,2017-07-15,225,Upper Level Confidence
10465,7181,5,2017-07-22,260,Upper Level Confidence
10466,7181,5,2017-07-29,326,Upper Level Confidence
10467,7181,5,2017-08-05,349,Upper Level Confidence
10468,7181,6,2017-07-16,219,Upper Level Confidence
10469,7181,6,2017-07-23,236,Upper Level Confidence
10470,7181,6,2017-07-30,289,Upper Level Confidence
10471,7181,6,2017-08-06,296,Upper Level Confidence
10472,7182,0,2017-07-17,193,Upper Level Confidence
10473,7182,0,2017-07-24,246,Upper Level Confidence
10474,7182,0,2017-07-31,249,Upper Level Confidence
10475,7182,0,2017-08-07,276,Upper Level Confidence
10476,7182,1,2017-07-11,265,Upper Level Confidence
10477,7182,1,2017-07-18,304,Upper Level Confidence
10478,7182,1,2017-07-25,243,Upper Level Confidence
10479,7182,1,2017-08-01,325,Upper Level Confidence
10480,7182,2,2017-07-12,302,Upper Level Confidence
10481,7182,2,2017-07-19,323,Upper Level Confidence
10482,7182,2,2017-07-26,348,Upper Level Confidence
10483,7182,2,2017-08-02,349,Upper Level Confidence
10484,7182,3,2017-07-13,302,Upper Level Confidence
10485,7182,3,2017-07-20,388,Upper Level Confidence
10486,7182,3,2017-07-27,372,Upper Level Confidence
10487,7182,3,2017-08-03,452,Upper Level Confidence
10488,7182,4,2017-07-14,280,Upper Level Confidence
10489,7182,4,2017-07-21,287,Upper Level Confidence
10490,7182,4,2017-07-28,323,Upper Level Confidence
10491,7182,4,2017-08-04,334,Upper Level Confidence
10492,7182,5,2017-07-15,257,Upper Level Confidence
10493,7182,5,2017-07-22,282,Upper Level Confidence
10494,7182,5,2017-07-29,338,Upper Level Confidence
10495,7182,5,2017-08-05,331,Upper Level Confidence
10496,7182,6,2017-07-16,189,Upper Level Confidence
10497,7182,6,2017-07-23,217,Upper Level Confidence
10498,7182,6,2017-07-30,228,Upper Level Confidence
10499,7182,6,2017-08-06,283,Upper Level Confidence
